,Disease,Herb
9751,Ache,Piper hancei
9752,Ache,Clerodendron fortunatum
9753,Ache,Radix seu Rhizoma rdostachyos
9754,Ache,Osmorhiza aristata var. laxa
9755,Ache,Libanotis buchtormensis
9756,Ache,Conioselinum vaginatum
9757,Ache,Lagerstroemia indica
9758,Ache,Murraya euchrestifolia [Syn. Clausena euchrestifolia ]
9759,Ache,Cordyceps
9760,Ache,Cymbopogon goeringii
9761,Ache,Psammosilene tunicoides
9762,Ache,Inula helianthus- aquatica
9763,Ache,Cristaria plicata
9764,Ache,Stephania sinica
9765,Ache,Anaphalis margaritacea
9766,Ache,Boenninghausenia sessilicarpa
9767,Ache,Levisticum officinale
9768,Ache,Carpesium abrotanoides
9769,Ache,Flos Chrysanthemi
9770,Ache,Usnea longissima
9771,Ache,Zanthoxylum simulans
9772,Ache,Solanum aculeatissimum
9773,Ache,Fomes officinalis
9774,Ache,Lindera angustifolia
9775,Ache,Chenopodium album
9776,Ache,Rhamnus davurica
9777,Ache,Salix babylonica
9778,Ache,Rhizoma Typhonii
9779,Ache,Iris japonica
9780,Ache,Radix Zanthoxyli
9781,Ache,Trillium tschonoskii
9782,Ache,Dicranostigma franchetianum [Syn. Dicranostigma leptopodum]
9783,Ache,Semen Sojae Praeparata
9784,Ache,Swertia punicea
9785,Ache,Salsola collina
9786,Ache,Apocynum venetum
9787,Ache,Desmodium gangeticum
9788,Ache,pericarpium papaveris
9789,Ache,Aristolochia kaempferi
9790,Ache,Symplocos caudata
9791,Ache,Kadsura heteroclita [Syn. Uvaria heteroclita]
9792,Ache,Herba Taxilli
9793,Ache,Radix Saposhnikoviae divaricatae
9794,Ache,Aconitum bullatifolium var. homotrichum [Syn. Aconitum nagarum ]
9795,Ache,"Capra hircus, Ovis aries"
9796,Hyperactivity,Haematitum
9797,Hyperactivity,Plastrum Testudinis Praparata
9798,Hyperactivity,Colla carapacis et plastri testudinis
9799,Hyperactivity,Plastrum Testudinis
9800,Urinary tract infection,Folium Llicis Chinensis
9801,Urinary tract infection,Prismatomeris tetrandra
9802,Urinary tract infection,Herba Houttuyniae
9803,Urinary tract infection,Nauclea officinalis
9804,Urinary tract infection,Cynoglossum officinale
9805,Urinary tract infection,Abutilon indicum
9806,Urinary tract infection,Sabina chinensis
9807,Urinary tract infection,Diploclisia glaucescens
9808,Urinary tract infection,Betula platyphylla var. japonica
9809,Urinary tract infection,Cirsium lineare
9810,Urinary tract infection,Hypericum perforatum
9811,Urinary tract infection,Gentiana scabra var. buesgeri
9812,Urinary tract infection,Hemsleya amabilis
9813,Urinary tract infection,Juniperus rigida
9814,Urinary tract infection,Phyllanthus urinaria
9815,Urinary tract infection,Berberis amurensis
9816,Urinary tract infection,Aeginetia indica
9817,Urinary tract infection,herba pyrolae chinensis
9818,Urinary tract infection,Berberis poiretii
9819,Urinary tract infection,Hedyotis acutangula
9820,Urinary tract infection,Stephania japonica
9821,Urinary tract infection,Lygodium flexuosum
9822,Urinary tract infection,Asplenium prolongatum
9823,Urinary tract infection,Clerodendron indicum
9824,Urinary tract infection,Emilia sonchifolia
9825,Urinary tract infection,Phellodendron amurense;Cortex Phellodendri
9826,Urinary tract infection,Swertia davidii
9827,Urinary tract infection,Rabdosia longituba
9828,Urinary tract infection,herba Dianthi
9829,Urinary tract infection,
9830,Urinary tract infection,Herba andrographitis
9831,Urinary tract infection,Berberis wilsonae
9832,Urinary tract infection,Vitis amurensis
9833,Thrombocytopenic purpura,Astragalus sinicus
9834,Rickets,Lentinus edodes
9835,Goiter,Nemacystus decipiens [Syn. Mesogloea decipiens
9836,Goiter,Spica Prunellae
9837,Goiter,Rhizoma Pinelliae
9838,Goiter,Hydrangea umbellata
9839,Goiter,Citrus junos
9840,Goiter,Ulva lactuca
9841,Goiter,Gloiopeltis furcata
9842,Goiter,Fructus Akebiae
9843,Goiter,Dysosma pleiantha [Syn. Podophyllum pleianthum]
9844,Goiter,Sargassum vachellianum
9845,Goiter,Eucheuma muricatum
9846,Goiter,Syngnathus acus
9847,Goiter,Thallus Lamiriae
9848,Goiter,Porphyra tenera
9849,Goiter,Zostera marina
9850,Goiter,Rhizoma Dioscoreae bulbiferae
9851,Goiter,Baccharis indica [Syn. Pluchea indica]
9852,Goiter,Chorda filum
9853,Goiter,Fructus Forsythiae
9854,Goiter,"Bos taurus domesticus, Bubalus bubalis"
9855,Goiter,Enteromorpha clathrata
9856,Subcutaneous nodule,Pumex
9857,Stroke,Mussaenda pubescens
9858,Stroke,Pachyrrhizus erosus
9859,Stroke,Strychnos nitida
9860,Stroke,Mollugo pentaphylla
9861,Stroke,Aconitum kusnezoffii
9862,Stroke,Styrax
9863,Stroke,Gleditsia sinensis [Syn. Gleditsia horrida]
9864,Stroke,Calycis Melo
9865,Stroke,Gleditsia fera
9866,Stroke,Actinidia polygama
9867,Stroke,Clinopodium chinense
9868,Stroke,"Moschus moschiferus, Moschus berezovskii, Moschus sifanicus"
9869,Stroke,Acorus calamus
9870,Stroke,Rhizoma Typhonii
9871,Stroke,Litsea cubeba
9872,Stroke,Vitex negundo
9873,Stroke,Formica fusca
9874,Stroke,Gleditsia delavayi
9875,Stroke,Mosla scabra [Syn. Mosla punctata]
9876,Stroke,FructusGleditsia;Fructus Gleditsiae Abnormalis
9877,Stroke,Borneolum syntheticum
9878,Stroke,herba centellae
9879,Stroke,Artemisia myriantha
9880,Stroke,Rhizoma Arisaematis
9881,Stroke,Citrus limon
9882,Stroke,Elsholtzia ciliata
9883,Stroke,Thesium chinense
9884,Stroke,Benzoinum
9885,Stroke,Calculus Bovis
9886,Stroke,Bos taurus domesticus
9887,Stroke,Typhoniun giganteum
9888,Stroke,Cratoxylum cochinchinense
9889,Stroke,Rhizoma Arisaematis Praeparata
9890,Stroke,Buthus martensi
9891,Stroke,Veratrum nigrum
9892,Stroke,Penaeus orientalis
9893,Stroke,Tetraplodon mnioides [Syn. Tetraplodon bryoides
9894,Stroke,Rabdosia stracheyi
9895,Stroke,Ilex pubescens
9896,Stroke,Agkistrodon
9897,Stroke,Aconitum coreanum
9898,Stroke,Zaocys
9899,Stroke,"Bufo bufo gargarizans, Bufo melanostictus"
9900,Stroke,Succus Bambusae
9901,Stroke,Michelia alba
9902,Stroke,Rabdosia longituba
9903,Stroke,Rhizoma Arisaema cum Bile
9904,Stroke,Aconitum nagarum var. heterotrichum [Syn. Aconitum bullatifolium]
9905,Stroke,Polygonum nodosum
9906,Stroke,
9907,Stroke,Ulva conglobata
9908,Stroke,Ocimum basilicum
9909,Stroke,Teucrium quadrifarium
9910,Stroke,Caltha palustris
9911,Stroke,Tamarindus indica
9912,Stroke,Pheretima aspergillum
9913,Stroke,Origanum vulgare
9914,Stroke,Thamnolia vermicularis
9915,Stroke,Zanthoxylum podocarpum
9916,Poor Appetite,Radix Pseudostellariae
9917,Poor Appetite,Folium Agastachis
9918,Alopecia Areata,Psoralea corylifolia
9919,Alopecia Areata,Daucus carota
9920,Alopecia Areata,Rhizoma Dryriae
9921,Constipation,Ipomoea batatas [Syn. Convolvulus batatas]
9922,Constipation,Aleurites moluccana
9923,Constipation,Musa paradisiaca var. sapientum [Syn. Musa sapientum]
9924,Constipation,Rhizoma Anemarrhee
9925,Constipation,Cassia mimosoides
9926,Constipation,Rhamnus cathartica
9927,Constipation,Cassia occidentalis
9928,Constipation,Cynomorium songaricum
9929,Constipation,Prunus tomentosa
9930,Constipation,Glycine max
9931,Constipation,Ficus beecheyana [Syn. Ficus erecta var. beecheyana]
9932,Constipation,Liriope spicata
9933,Constipation,Polygonum multiflorum
9934,Constipation,Rumex japonicus
9935,Constipation,Luffa cylindrica
9936,Constipation,Aloe
9937,Constipation,Apis cerana
9938,Constipation,Olea europaea
9939,Constipation,Radix Euphorbiae Pekinensis
9940,Constipation,Euphorbia prolifera
9941,Constipation,Semen Sesami Nigrum
9942,Constipation,Natrii Sulfas1
9943,Constipation,Celastrus paniculatus
9944,Constipation,Poncirus trifoliata
9945,Constipation,Sesamum indicum [Syn. Sesamum orientale ]
9946,Constipation,Rumex patientia
9947,Constipation,Radix Knoxiae
9948,Constipation,Semen Sesami
9949,Constipation,Semen Persicae
9950,Constipation,Rumex acetosa
9951,Constipation,Semen armeniacae amarum
9952,Constipation,Sophora flavescens [Syn. Sophora angustfolia]
9953,Constipation,Natrii Sulfas Exsiccatus
9954,Constipation,Cassia obtusifolia
9955,Constipation,Ipomoea aquatica
9956,Constipation,Semen Crotonis Pulveratum
9957,Constipation,Abelmoschus moschatus [Syn. Hibiscus abelmoschus]
9958,Constipation,Cassia laevigata [Syn. Cassia floribunda]
9959,Constipation,Pterocladia tenuis
9960,Constipation,Lignum Aquilariae Resitum
9961,Constipation,Aralia elata
9962,Constipation,Radix Rehmanniae Preparata
9963,Constipation,Radix Liriopes
9964,Constipation,Cheiranthus cheiri
9965,Constipation,Rhamnus leptophylla
9966,Constipation,Herba Cistanches
9967,Constipation,Semen Canbis;Fructus Canbis;Fructus cannabis
9968,Constipation,Fructus Momordicae
9969,Constipation,Semen Trichosanthis
9970,Constipation,Scolopendra subspinipes mutilans;Aloe arborescens var. natalensis
9971,Constipation,Chondrus ocelladus
9972,Constipation,Folium Sene
9973,Constipation,Radix et Rhizoma Rhei
9974,Constipation,Prunus armeniaca
9975,Constipation,Raphanus sativus
9976,Constipation,Juglans regia
9977,Constipation,Semen Lini
9978,Constipation,Morus alba
9979,Constipation,Ficus carica
9980,Constipation,Passiflora edulis
9981,Constipation,Fructus Perillae
9982,Constipation,Semen Pruni
9983,Constipation,Sus scrofa domestica
9984,Constipation,Prunus salicina
9985,Constipation,Cortex Magnoliae officilis;Magnolia officinalis
9986,Constipation,Excoecaria agallocha
9987,Constipation,Hernandia sonora [Syn. Hernandia ovigera ]
9988,Constipation,Cassia sophera
9989,Constipation,Caesalpinia decapetala
9990,Constipation,Pinus koraiensis
9991,Constipation,Tamarindus indica
9992,Constipation,Sterculia lychnophora
9993,Constipation,Linaria vulgaris
9994,Constipation,Ophiopogon japonicus
9995,Constipation,Rheum hotaoense
9996,Constipation,Rhamnus davurica
9997,Constipation,Arthromeris mairei [Syn. Polypodium mairei ]
9998,Constipation,Brassica campestris [Syn. Brassica campestris var. oleifera ]
9999,Constipation,Radix Angelicae sinensis
10000,Constipation,FructusGleditsia;Fructus Gleditsiae Abnormalis
10001,Constipation,Orobanche coerulescens
10002,Constipation,Salsola collina
10003,Constipation,Asparagus cochinchinensis [Syn. Asparagus lucidus ]
10004,Constipation,Oleum Sesami
10005,Constipation,Citrullus vulgaris [Syn. Citrullus lanatus ]
10006,Constipation,Calomelas
10007,Constipation,Piptanthus nepalensis
10008,Constipation,Semen Biotae
10009,Constipation,Angelica acutiloba [Syn. Ligusticum acutilobum]
10010,Constipation,Prunus persica
10011,Constipation,"Bos taurus domesticus, Bubalus bubalis"
10012,Constipation,Semen Sterculiae Lychnophorae
10013,Constipation,Radix Scrophulariae
10014,Constipation,
10015,Constipation,Rumex obtusifolius
10016,Constipation,Perilla frutescens
10017,Constipation,Semen Raphani
10018,Constipation,Rumex crispus
10019,Constipation,Rhamnus frangula [Syn. Frangula alnus]
10020,Stomatitis,Tagetes erecta
10021,Stomatitis,Souliea vaginata
10022,Stomatitis,Glochidion sphaerogynum
10023,Stomatitis,Hypericum wightianum
10024,Stomatitis,Garcinia cowa
10025,Stomatitis,Tylophora floribunda
10026,Stomatitis,Elsholtzia bodinieri
10027,Stomatitis,Conyza blinii
10028,Stomatitis,Sarcandra glabra [Syn. Chloranthus glaber]
10029,Stomatitis,Rubus alceaefolius
10030,Endocarditis,Dioscorea nipponica
10031,Ankylosis,Zaocys
10032,Amnesia,Polygala tenuifolia
10033,Amnesia,Cynanchum wilfordii [Syn. Cynoctonum wilfordii ]
10034,Amnesia,Panax ginseng [Syn. Panax schinseng ]
10035,Amnesia,Anemone altaica
10036,Amnesia,
10037,Amnesia,Cynanchum thesioides
10038,Amnesia,Rhizoma Acori Talarinowii
10039,Amnesia,Folium Pini
10040,Amnesia,Semen Biotae
10041,Amnesia,Salvia yunnanensis
10042,Amnesia,Acorus calamus
10043,Poliomyelitis,Millettia nitida var. hirsutissima
10044,Poliomyelitis,Securinega suffruticosa
10045,Poliomyelitis,Rhizoma Corydalis Decumbentis
10046,Poliomyelitis,Semen Strychni Pulveratum
10047,Poliomyelitis,Semen Strychni;Strychnos dolichothyrsa;Semen Cumini Cymni;Strychnos mittschelichii
10048,Poliomyelitis,
10049,Poliomyelitis,Semen Strychni
10050,Poliomyelitis,Semen Strychni Praeparata
10051,Poliomyelitis,Lycopodium obscurum
10052,Poliomyelitis,Lycoris radiata [Syn. Amaryllis radiata]
10053,Poliomyelitis,Urtica cannabina
10054,Poliomyelitis,Fissistigma polyanthum
10055,Acute peritonitis,Radix et Rhizoma Rhei
10056,Blepharitis,Nux Prinsepiae
10057,Blepharitis,Chalcanthitum
10058,Conjunctivitis,Tagetes erecta
10059,Conjunctivitis,Souliea vaginata
10060,Conjunctivitis,Ligustrum japonicum
10061,Conjunctivitis,Flos Lonicerae
10062,Conjunctivitis,Swertia chinensis
10063,Conjunctivitis,Luffa operculata
10064,Conjunctivitis,Herba Schizonepetae
10065,Conjunctivitis,Clinopodium chinense
10066,Conjunctivitis,Thalictrum atriplex
10067,Conjunctivitis,Ficus microcarpa
10068,Conjunctivitis,Gentiana scabra var. buesgeri
10069,Conjunctivitis,Phyllanthus urinaria
10070,Conjunctivitis,Mimosa pudica
10071,Conjunctivitis,Chalcanthitum
10072,Conjunctivitis,Conyza blinii
10073,Conjunctivitis,Thalictrum squarrosum
10074,Conjunctivitis,Senecio nemorensis
10075,Conjunctivitis,Trollius macropetalus
10076,Conjunctivitis,Radix Sophorae flavescentis
10077,Conjunctivitis,Marsilea quadrifolia
10078,Conjunctivitis,Herba Corydalis bungeae
10079,Conjunctivitis,Alternanthera philoxeroides
10080,Conjunctivitis,Corydalis thalictrifolia
10081,Conjunctivitis,Stachytarpheta jamaicensis
10082,Conjunctivitis,Piptanthus nepalensis
10083,Conjunctivitis,Swertia pseudochinensis
10084,Conjunctivitis,Inula helianthus- aquatica
10085,Conjunctivitis,Phellodendron amurense;Cortex Phellodendri
10086,Conjunctivitis,Swertia davidii
10087,Conjunctivitis,Ficus hispida
10088,Conjunctivitis,Elephantopus scaber
10089,Conjunctivitis,Rhizoma Coptidis
10090,Conjunctivitis,Michelia yunnanensis
10091,Conjunctivitis,Syringa oblata
10092,Conjunctivitis,Herba Swertiae
10093,Conjunctivitis,Senecio scandens [Syn. Senecio chinensis]
10094,Conjunctivitis,Lycopodium casuarinoides
10095,Conjunctivitis,Herba Aristolochiae;Fibraurea recisa Pierre
10096,Conjunctivitis,Coriaria sinica [Syn. Coriaria nepalensis]
10097,Hypertension,Firmiana simplex
10098,Hypertension,Helianthus annuus
10099,Hypertension,Spica Prunellae
10100,Hypertension,Filipendula ulmaria
10101,Hypertension,Rauvolfia yunnanensis
10102,Hypertension,Cycas revoluta
10103,Hypertension,Cassia occidentalis
10104,Hypertension,Flos Rhododendri Mollis
10105,Hypertension,Flos Chrysanthemi Indici
10106,Hypertension,Ixora chinensis
10107,Hypertension,herba centellae
10108,Hypertension,Apis cerana
10109,Hypertension,Celosia argentea
10110,Hypertension,Rauvolfia verticillata
10111,Hypertension,Cimicifuga acerina
10112,Hypertension,Ervatamia heyneana
10113,Hypertension,Sapium sebiferum
10114,Hypertension,Chorda filum
10115,Hypertension,Apium graveolens
10116,Hypertension,Viscum multinerve
10117,Hypertension,Urtica cannabina
10118,Hypertension,Herba Visci
10119,Hypertension,Ervatamia divaricata
10120,Hypertension,Folium Pini
10121,Hypertension,Arenaria kansuensis [Syn. Arenaria kumaonensis]
10122,Hypertension,Dermatocarpon minitum
10123,Hypertension,flos puerariae lobatae
10124,Hypertension,Helianthus annuus cv
10125,Hypertension,Ardisia japonica
10126,Hypertension,Gastrodia elata
10127,Hypertension,Nostoc flagelliforme
10128,Hypertension,Cortex Moutan
10129,Hypertension,Pinus massoniana
10130,Hypertension,Phyllanthus emblica
10131,Hypertension,Menyanthes trifoliata
10132,Hypertension,Diospyros kaki
10133,Hypertension,Ampelopsis megalophylla
10134,Hypertension,Volvariella volvacea
10135,Hypertension,Lithocarpus polystachyus
10136,Hypertension,Lentinus edodes
10137,Hypertension,Torreya jackii
10138,Hypertension,Rauwolfia serpentina
10139,Hypertension,Armillaria mellea
10140,Hypertension,Fructus Evodiae
10141,Hypertension,Caragana jubata
10142,Hypertension,Meconopsis punicea
10143,Hypertension,Radix Puerariae
10144,Hypertension,Clerodendron trichotomum
10145,Hypertension,Cocculus laurifolius
10146,Hypertension,Scolopendra subspinipes mutilans;Aloe arborescens var. natalensis
10147,Hypertension,Pyrus pashia
10148,Hypertension,Auricularia auricula
10149,Hypertension,Maesa indica
10150,Hypertension,Chrysanthemum indicum
10151,Hypertension,Caragana sinica
10152,Hypertension,Uncaria homomalla
10153,Hypertension,Viscum angulatum
10154,Hypertension,Catharanthus roseus
10155,Hypertension,Eupatorium lindleyanum
10156,Hypertension,Oplopanax elatus
10157,Hypertension,Aristolochia debilis [Syn. Aristolochia longa ]
10158,Hypertension,Radix Stephaniae Tetrandrae
10159,Hypertension,Ervatamia officinalis
10160,Hypertension,Harungana madagascariensis
10161,Hypertension,Plumula Nelumbinis
10162,Hypertension,Fagopyrum esculentum
10163,Hypertension,Panax pseudo-ginseng var. notoginseng [Syn. Panax notoginseng ]
10164,Hypertension,Pheretima aspergillum
10165,Hypertension,Lysimachia davurica
10166,Hypertension,Scolopendra subspinipes mutilans
10167,Hypertension,Siegesbeckia orientalis
10168,Hypertension,Rhizoma Corydalis Decumbentis
10169,Hypertension,Camellia sinensis [Syn. Thea sinensis ]
10170,Hypertension,Flos Chrysanthemi
10171,Hypertension,Folium Clerodentri trichotomi
10172,Hypertension,Eupatorium rebaudianum
10173,Hypertension,Ulva lactuca
10174,Hypertension,Trillium camtschaticum
10175,Hypertension,Trillium tschonoskii
10176,Hypertension,Salsola collina
10177,Hypertension,Apocynum venetum
10178,Hypertension,Delonix regia
10179,Hypertension,Aristolochia kaempferi
10180,Hypertension,Magnolia grandiflora
10181,Hypertension,Ramulus Mori
10182,Hypertension,Herba Taxilli
10183,Hypertension,Piptanthus nepalensis
10184,Hypertension,Herba Capsellae
10185,Hypertension,Buthus martensi
10186,Hypertension,Crataegus pinnatifida
10187,Hypertension,Ludwigia octovalvis
10188,Hypertension,Clerodendrum bungei
10189,Hypertension,Rhizoma Coptidis
10190,Hypertension,Sium latifolium
10191,Hypertension,Cortex Eucommiae
10192,Hypertension,Agaricus campestris
10193,Hypertension,
10194,Hypertension,Stigma Maydis
10195,Corneal Opacity,Periostracum Cicadae
10196,Corneal Opacity,Fructus Leonuri
10197,Anoxia,Radix Ophiopogonis
10198,Anoxia,Fructus Ligustri lucidi
10199,Hyperplasia,Asparagus officinalis
10200,Hyperplasia,Spica Prunellae
10201,Ileitis,Harpagophytum procumbens
10202,Poroma,Bombyx mori
10203,Otitis Media,Pothos chinensis
10204,Otitis Media,Herba Houttuyniae
10205,Otitis Media,Abutilon indicum
10206,Otitis Media,Galium aparine
10207,Otitis Media,Xanthium sibiricum [Syn. Xanthium strumarium ]
10208,Otitis Media,"Moschus moschiferus, Moschus berezovskii, Moschus sifanicus"
10209,Otitis Media,Pelargonium hortorum
10210,Otitis Media,Cyanotis vaga
10211,Otitis Media,Conyza blinii
10212,Otitis Media,Senecio nemorensis
10213,Otitis Media,Trollius macropetalus
10214,Otitis Media,Scutellaria discolor
10215,Otitis Media,Radix Sophorae flavescentis
10216,Otitis Media,Physochlaina physaloides
10217,Otitis Media,Symplocos caudata
10218,Otitis Media,Herba Saxifragae
10219,Otitis Media,Sus scrofa domestica
10220,Otitis Media,Rhizoma Coptidis
10221,Otitis Media,Corydalis racemosa
10222,Otitis Media,Polygonum chinense
10223,Otitis Media,Ilex latifolia
10224,Otitis Media,Radix Salviae liguliobae
10225,Otitis Media,Armillariella tabescens
10226,Otitis Media,Anser cygnoides domestica
10227,Vascular Diseases,Herba Visci
10228,Vascular Diseases,Hernandia sonora [Syn. Hernandia ovigera ]
10229,Ascariasis,Artemisia absinthium
10230,Ascariasis,Alsophila spinulosa
10231,Ascariasis,Carpesium abrotanoides
10232,Ascariasis,Anemone hupehensis
10233,Ascariasis,Populus davidiana
10234,Ascariasis,Cannabis sativa
10235,Ascariasis,Sophora flavescens [Syn. Sophora angustfolia]
10236,Ascariasis,Toona ciliata
10237,Ascariasis,Lappula echinata
10238,Ascariasis,Matteuccia struthiopteris
10239,Ascariasis,Millingtonia hortensis
10240,Ascariasis,Chondria armata [Syn. Lophura armata ]
10241,Ascariasis,Hypericum bellum
10242,Ascariasis,Ailanthus altissima
10243,Ascariasis,Sapindus delavayi [Syn. Pancovia delavayi]
10244,Ascariasis,Lysimachia foenum-graecum
10245,Ascariasis,Semen Cucurbitae moschatae
10246,Ascariasis,Fructus Quisqualis
10247,Ascariasis,Iris potaninii
10248,Ascariasis,Sophora japonica
10249,Ascariasis,Luffa cylindrica
10250,Ascariasis,Aloe
10251,Ascariasis,Populus simonii
10252,Ascariasis,Potamogeton natans
10253,Ascariasis,Seriphidium cinum [Syn. Artemisia cina]
10254,Ascariasis,Codium fragile
10255,Ascariasis,Semen Pharbitidis
10256,Ascariasis,Digenea simplex
10257,Ascariasis,Macrothelypteris oligophlebia
10258,Ascariasis,Ta xus ma i rei
10259,Ascariasis,Herba Portulacae
10260,Ascariasis,Chenopodium ambrosioides
10261,Ascariasis,Radix Stemoe
10262,Ascariasis,Toona sinensis
10263,Ascariasis,Pteris vittata
10264,Ascariasis,Ajuga forrestii
10265,Ascariasis,Stauntonia hexaphylla
10266,Ascariasis,Punica granatum
10267,Ascariasis,Vernonia anthelmintica
10268,Ascariasis,Veratrilla baillonii
10269,Ascariasis,Caloglossa leprieurii
10270,Ascariasis,Seriphidium finitum [Syn. Artemisia finita]
10271,Ascariasis,Mallotus philippinensis
10272,Ascariasis,Anaphalis margaritacea
10273,Ascariasis,
10274,Ascariasis,Herba Polygoni Avicularis
10275,Ascariasis,Milingtonia hortensis
10276,Epileptic Spasms,Bombyx Batryticatus
10277,Epileptic Spasms,Bombyx Batryticatus Preparata
10278,Pertussis,Tagetes erecta
10279,Pertussis,Tacca plantaginea [Syn. Schizocapsa plantaginea]
10280,Pertussis,Thalictrum thunbergii
10281,Pertussis,Sapindus mukorossi
10282,Pertussis,Eucalyptus globulus
10283,Pertussis,Flemingia strobilifera
10284,Pertussis,Ficus microcarpa
10285,Pertussis,Shiraia bambusicola
10286,Pertussis,Ligularia fischeri
10287,Pertussis,Flos Gomphree
10288,Pertussis,Drosera rotundifolia
10289,Pertussis,Wikstroemia indica
10290,Pertussis,Leucas aspera
10291,Pertussis,Semen Cucurbitae moschatae
10292,Pertussis,Potentilla kleiniana
10293,Pertussis,Morinda parvifolia
10294,Pertussis,Crepis napifera
10295,Pertussis,Thymus vulgaris
10296,Pertussis,Alstonia scholaris
10297,Pertussis,Piper betle
10298,Pertussis,Lespedeza bicolor
10299,Pertussis,Chimonanthus fragrans [Syn. Chimonanthus praecox]
10300,Pertussis,Herba Portulacae
10301,Pertussis,Nandina domestica
10302,Pertussis,Radix Stemoe
10303,Pertussis,Stephania sasakii
10304,Pertussis,Sus scrofa domestica
10305,Pertussis,Bulbus Allii
10306,Pertussis,Rhizoma Dioscoreae bulbiferae
10307,Pertussis,Spilanthes acmella
10308,Pertussis,Elephantopus scaber
10309,Pertussis,Asparagus officinalis
10310,Pertussis,Stachys palustris
10311,Pertussis,Wedelia chinensis
10312,Pertussis,
10313,Pertussis,Hypericum chinense
10314,Pertussis,Polygonum chinense
10315,Pertussis,Herba andrographitis
10316,Pertussis,Kyllinga brevifolia
10317,Nephritis,Radix Astragali
10318,Nephritis,Lysimachia christinae
10319,Nephritis,Salvia plebeia
10320,Nephritis,Doellingeria scaber [Syn. Aster scaber]
10321,Nephritis,Schisandra micrantha
10322,Nephritis,Thlaspi arvense
10323,Nephritis,Betula platyphylla var. japonica
10324,Nephritis,Radix Angelicae sinensis
10325,Nephritis,Cichorium intybus
10326,Nephritis,Solidago virgaurea
10327,Nephritis,Juniperus rigida
10328,Nephritis,Derris eriocarpa
10329,Nephritis,Clerodendranthus spicatus
10330,Nephritis,Phyllanthus urinaria
10331,Nephritis,Tadehagi triquetrum
10332,Nephritis,Ardisia japonica
10333,Nephritis,Conyza blinii
10334,Nephritis,Stephania japonica
10335,Nephritis,Pinus massoniana
10336,Nephritis,Crotalaria ferruginea
10337,Nephritis,Selaginella sinensis
10338,Nephritis,Tripterygium hypoglaucum
10339,Nephritis,Herba Corydalis bungeae
10340,Nephritis,Caulis Aristolochiae seu Clematis
10341,Nephritis,Tephroseris kirilowii [Syn. Senecio integrifolius var. fauriei]
10342,Nephritis,Herba Capsellae
10343,Nephritis,Elephantopus scaber
10344,Nephritis,Salvia prionitis
10345,Nephritis,Veratrilla baillonii
10346,Nephritis,Ampelopsis brevipedunculata
10347,Nephritis,"Herba Leonuri,Leonurus cardiaca"
10348,Nephritis,Sambucus williamsii
10349,Nephritis,Phyllanthus reticulatus
10350,Nephritis,
10351,Nephritis,Hedysarum multijugum
10352,Nephritis,radix tripterygii wilfordii
10353,Nephritis,Elaeagnus angustifolia
10354,Nephritis,Gardenia jasminoides var. grandiflora
10355,Periodontitis,Fomes officinalis
10356,Periodontitis,Garcinia cowa
10357,Periodontitis,Betula platyphylla var. japonica
10358,Heart Disease,Digitalis purpurea
10359,Heart Disease,Folium Llicis Chinensis
10360,Heart Disease,Convallaria keiskei [Syn. Convallaria majalis]
10361,Heart Disease,Cocculus pendulus; Cocculus trilobus [Syn. Cocculus sarmentosus]
10362,Heart Disease,Armillaria mellea
10363,Heart Disease,Ganoderma Lucidum seu Japonicum
10364,Heart Disease,
10365,Heart Disease,Lignum Santaii Albi
10366,Heart Disease,Scilla scilloides
10367,Heart Disease,Adonis amurensis
10368,Heart Disease,Camellia sinensis [Syn. Thea sinensis]
10369,Heart Disease,Cissampelos pareira
10370,Heart Disease,Cytisus scoparius [Syn. Spartium scoparium]
10371,Heart Disease,Folium Pini
10372,Heart Disease,Syringa amurensis [Syn. Syringa reticulata var. amurensis ]
10373,Heart Disease,Ginkgo biloba
10374,Heart Disease,Olea europaea
10375,Heart Disease,Ilex paraguariensis
10376,Paroxysmal supraventricular tachycardia,Thevetia neriifolia [Syn. Thevetia peruviana ]
10377,Leptospirosis,Herba Houttuyniae
10378,Leptospirosis,Eucalyptus robusta
10379,Leptospirosis,Alocasia cucullata [Syn. Arum cucullatum ]
10380,Leptospirosis,Eucalyptus tereticornis
10381,Spasm,Bombyx Batryticatus
10382,Spasm,Scolopendra subspinipes mutilans
10383,Spasm,Rhizoma Corydalis
10384,Spasm,Scolopendra subspinipes mutilans;Aloe arborescens var. natalensis
10385,Spasm,Radix Paeoniae Alba
10386,Spasm,Trigonella caerulea
10387,Spasm,Anisodus tanguticus [Syn. Scopolia tangutica ]
10388,Spasm,Monotropa hypopitys
10389,Spasm,Ardisiae japonicae
10390,Spasm,Rhizoma Arisaematis
10391,Spasm,Gastrodia elata
10392,Spasm,Aristolochia debilis [Syn. Aristolochia longa ]
10393,Spasm,Radix Schefflerae Arboricolae
10394,Spasm,Swertia patens
10395,Spasm,Rhizoma Dioscoreae Nipponicae
10396,Spasm,Semen Ziziphi Spinosae Preparata
10397,Spasm,semen zizphi spinosae
10398,Spasm,Radix Smilacis
10399,Spasm,Aralia elata
10400,Spasm,Buthus martensi
10401,Spasm,Pheretima
10402,Spasm,
10403,Spasm,Pheretima Preparata
10404,Spasm,Bombyx Batryticatus Preparata
