,Disease,Herb
659,Asthma,Ginkgo biloba
660,Asthma,Stalactitum
661,Asthma,Cordyline strcta
662,Asthma,Fructus Citri sarcodactylis
663,Asthma,Sinapis alba
664,Asthma,Scabiosa comosa
665,Asthma,Heracleum scabridum
666,Asthma,Citrus grandis var. tomentosa
667,Asthma,Fructus Tribuli
668,Asthma,Sageretia theezans [Syn. Sageretia thea ]
669,Asthma,Tamarix chinensis
670,Asthma,Fructus Perillae Preparata
671,Asthma,Populus tomentosa
672,Asthma,Smilax riparia
673,Asthma,Lindera glauca
674,Asthma,Rhododendron anthopogonoides
675,Asthma,Cissampelos pareira
676,Asthma,Lespedeza cuneata
677,Asthma,Semen armeniacae amarum
678,Asthma,Crotalaria albida
679,Asthma,Cannabis sativa
680,Asthma,Folium Polygoni Tinctorii
681,Asthma,Concha Cyclinae;Concha Meretricis seu Cyclinae
682,Asthma,Rhizoma Belamcandae
683,Asthma,Solanum surattense
684,Asthma,Crotalaria sessiliflora
685,Asthma,Syzygium buxifolium
686,Asthma,Peucedanum terebinthaceum
687,Asthma,Physeter catodon
688,Asthma,Piper wallichii [Syn. Piper wallichii var. hupehense ]
689,Asthma,Asarum maximum
690,Asthma,Pterocarya stenoptera
691,Asthma,Herba Inulae
692,Asthma,Wikstroemia indica
693,Asthma,Syzygium cumini
694,Asthma,Radix Ginseng
695,Asthma,Sonchus asper [Syn. Sonchus oleraceus var. asper ]
696,Asthma,Cynanchum stauntonii
697,Asthma,Potentilla reptans var. sericophylla
698,Asthma,Physochlaina physaloides
699,Asthma,Rumex hastatus
700,Asthma,Nandina domestica
701,Asthma,Tylophora mollissima
702,Asthma,Gentiana rhodantha
703,Asthma,Osmanthus fragrans
704,Asthma,Lignum Aquilariae Resitum
705,Asthma,Diospyros kaki
706,Asthma,Ferula borealis
707,Asthma,Radix Rehmanniae Preparata
708,Asthma,Lysimachia microcarpa
709,Asthma,Gecko
710,Asthma,Physalis minima
711,Asthma,Homo sapiens
712,Asthma,Daucus carota var. sativa
713,Asthma,Herba Asari
714,Asthma,Herba Hedyotis Diffusae
715,Asthma,Asarum caulescens;Caulescent Wildginger
716,Asthma,Cremanthodium ellisii
717,Asthma,Artemisia dracunculus
718,Asthma,Asarum forbesii
719,Asthma,radix Peucedani
720,Asthma,Rhododendron micranthum
721,Asthma,Marsdenia tenacissima
722,Asthma,Alsophila spinulosa
723,Asthma,Radix Pacis quinquefolii
724,Asthma,Radix Glycyrrhizae
725,Asthma,Lysionotus pauciflorus
726,Asthma,Herba Acalyphae
727,Asthma,Hibiscus syriacus
728,Asthma,Rhizoma Pinelliae
729,Asthma,Ganoderma Lucidum seu Japonicum
730,Asthma,Scolopendra subspinipes mutilans;Aloe arborescens var. natalensis
731,Asthma,Tylophora floribunda
732,Asthma,Schisandra chinensis
733,Asthma,Asarum caulescens
734,Asthma,Helminthostachys zeylanica
735,Asthma,Eucalyptus globulus
736,Asthma,Rhizoma Paridis verticillatae
737,Asthma,Pericarpium Citri Reticulatae Viride
738,Asthma,Pinus bungeana
739,Asthma,Vitex negundo
740,Asthma,Prunus armeniaca
741,Asthma,Sorbus tianschanica
742,Asthma,Cortex Cinmomi
743,Asthma,Fructus Aristolochiae
744,Asthma,Eupatorium lindleyanum
745,Asthma,Heracleum rapula
746,Asthma,Herba Ephedrae
747,Asthma,Lepisorus ussuriensis
748,Asthma,Juglans regia
749,Asthma,Cordyceps
750,Asthma,Radix Codonopsis pilosulae
751,Asthma,Fructus Perillae
752,Asthma,Panax ginseng [Syn. Panax schinseng ]
753,Asthma,Acanthus ilicifolius
754,Asthma,Sus scrofa domestica
755,Asthma,Spora Lygodii
756,Asthma,Inula helianthus- aquatica
757,Asthma,Matricaria chamomilla [Syn. Matricaria recutita ]
758,Asthma,Rhizoma Zingiberis Recens
759,Asthma,Cortex Magnoliae officilis;Magnolia officinalis
760,Asthma,Salvia prionitis
761,Asthma,Asparagus officinalis
762,Asthma,Cymbopogon distans
763,Asthma,Clausena dunniana
764,Asthma,Fructus Chebulae
765,Asthma,Anthriscus sylvestris
766,Asthma,Limnophila rugosa
767,Asthma,Radix Sophorae Tonkinensis
768,Asthma,Knoxia valerianoides
769,Asthma,Rhododendron mariae
770,Asthma,Bulbus Allii Macrostemi
771,Asthma,Rorippa montana
772,Asthma,Teucrium quadrifarium
773,Asthma,Rhizoma Dioscoreae
774,Asthma,Dregea sinensis
775,Asthma,Pheretima aspergillum
776,Asthma,Datura metel
777,Asthma,Sinocalamus oldhami
778,Asthma,Radix Kansui
779,Asthma,Dracocephalum moldavicum
780,Asthma,Solanum aculeatissimum
781,Asthma,Fomes officinalis
782,Asthma,Nigella glandulifera
783,Asthma,Agave americana var. marginata [Syn. Agave americana var. variegata]
784,Asthma,Radix Linderae
785,Asthma,Gleditsia fera
786,Asthma,Phasianus colchicus
787,Asthma,Semen Lepiddi seu Descurainiae;Semen Lepidii;Semen Descurainiae
788,Asthma,Eucalyptus citriodora
789,Asthma,Clausena lansium
790,Asthma,Rhamnus davurica
791,Asthma,Lycoris squamigera
792,Asthma,Millingtonia hortensis
793,Asthma,Gleditsia delavayi
794,Asthma,Camellia sinensis [Syn. Thea sinensis]
795,Asthma,Papaver nudicaule
796,Asthma,Alstonia scholaris
797,Asthma,Bergenia crassifolia
798,Asthma,Phlegmariurus fordii
799,Asthma,Citrus limon
800,Asthma,Gossypium herbaceum
801,Asthma,Crotalaria ferruginea
802,Asthma,Piper mullesua
803,Asthma,Ricinus communis
804,Asthma,Stellera chamaejasme
805,Asthma,Clausena dentata
806,Asthma,Eucalyptus robusta
807,Asthma,Syringa pinnafolia
808,Asthma,Dryopteris championii
809,Asthma,Populus alba
810,Asthma,Curculigo capitulata [Syn. Leucojum capitulata]
811,Asthma,Prunus persica
812,Asthma,Ilex pubescens
813,Asthma,Cucurbita moschata
814,Asthma,Herba Selaginellae
815,Asthma,Gymnadenia conopsea
816,Asthma,Dendrobium fimbriatum
817,Asthma,
818,Asthma,Rhododendron mucronulatum
819,Asthma,Thermopsis lanceolata
820,Asthma,Radix Asparagi
821,Asthma,Perilla frutescens
822,Asthma,Milingtonia hortensis
823,Asthma,Semen Raphani
824,Asthma,Flos Daturae
825,Asthma,Ardisia arborescens
826,Asthma,Rhizoma Pinelliae Preparata
827,Asthma,Hyoscyamus niger
828,Sepsis,Senecio scandens [Syn. Senecio chinensis]
829,Edema,Pteris dactylina
830,Edema,Cypripedium macranthum [Syn. Cypripedium tibeticum]
831,Edema,Magnolia liliflora
832,Edema,Semen Euphorbiae
833,Edema,Catalpa ovata
834,Edema,Lysimachia clethroides
835,Edema,Ipomoea batatas [Syn. Convolvulus batatas]
836,Edema,Ficus pumila
837,Edema,Euphorbia esula
838,Edema,Arundina chinensis
839,Edema,Herba Verbae
840,Edema,Rhizoma Alismatis
841,Edema,Cyanotis arachnoidea [Syn. Cyanotis bodinieri ]
842,Edema,Cocculus trilobus [Syn. Cocculus sarmentosus]
843,Edema,Cassia mimosoides
844,Edema,Parasilurus asotus
845,Edema,Lepidium sativum
846,Edema,Thlaspi arvense
847,Edema,Glycine max
848,Edema,Daucus carota
849,Edema,Erysimum cheiranthoides
850,Edema,Flos Genkwa
851,Edema,Eriobotrya japonica
852,Edema,Humulus lupulus
853,Edema,Fimbristylis dichotoma
854,Edema,Wikstroemia chamaedaphne
855,Edema,Cyanotis vaga
856,Edema,Luffa cylindrica
857,Edema,Derris eriocarpa
858,Edema,Achyranthes aspera
859,Edema,Syringa amurensis [Syn. Syringa reticulata var. amurensis ]
860,Edema,Physalis alkekengi var. franchetii
861,Edema,Rohdea japonica [Syn. Orontium japonicum]
862,Edema,Medulla Tetrapacis
863,Edema,Cortex Acanthopanacis Radicis
864,Edema,Semen Pharbitidis
865,Edema,Fructus Malvae
866,Edema,Piper betle
867,Edema,Euphorbia prolifera
868,Edema,Mosla chinensis [Syn. Orthodon chinensis ]
869,Edema,Macrothelypteris oligophlebia
870,Edema,Digitalis purpurea
871,Edema,Eruca sativa
872,Edema,Marsilea quadrifolia
873,Edema,Dryopteris filix- mas
874,Edema,Orthosiphon wulfenioides [Syn. Coleus wulfenioides]
875,Edema,Caulis Aristolochiae seu Clematis
876,Edema,Polygonum amphibium
877,Edema,Tephroseris kirilowii [Syn. Senecio integrifolius var. fauriei]
878,Edema,Adonis amurensis
879,Edema,Bulbus Allii
880,Edema,Pericarpium lagenariae
881,Edema,Sapium sebiferum
882,Edema,Brasenia schreberi
883,Edema,Elephantopus scaber
884,Edema,Herba Lycopi
885,Edema,Medicago falcata
886,Edema,"Bufo bufo gargarizans, Bufo melanostictus"
887,Edema,Litsea euosma
888,Edema,Isodon ternifolia
889,Edema,Wisteria sinensis
890,Edema,semen arecae
891,Edema,Vicia sativa
892,Edema,Hedysarum multijugum
893,Edema,Ulva conglobata
894,Edema,Fructus Crotonis;Croton macrostachys
895,Edema,Sophora viciifolia
896,Edema,Philydrum lanuginosum
897,Edema,Potentilla anserina
898,Edema,Swainsonia salsula [Syn. Sphaerophysa salsula ]
899,Edema,Radix et Rhizoma Notopterygii
900,Edema,Sageretia theezans [Syn. Sageretia thea ]
901,Edema,Fructus Broussonetiae
902,Edema,Mirabilis jalapa
903,Edema,"Rana temporaria chensinensis, Rana amurensis"
904,Edema,Hemibarbus labeo
905,Edema,Anguilla japonica
906,Edema,Herba Spirodelae
907,Edema,Saussurea superba [Syn. Saussurea hieracioides ]
908,Edema,Actinidia callosa var. henryi
909,Edema,Lespedeza cuneata
910,Edema,Lespedeza tomentosa
911,Edema,Cacalia ainsliaeflora
912,Edema,Maesa japonica
913,Edema,Medulla Junci
914,Edema,Herba Cichorii
915,Edema,Cyprinus carpio
916,Edema,Herba Elsholtziae;Haichow Elsholtzia;Mosla chinensis
917,Edema,Syzygium buxifolium
918,Edema,Wikstroemia indica
919,Edema,Vitis vinifera
920,Edema,Polygala fallax [Syn. Polygala aureocauda ]
921,Edema,Ramulus Cinnamomi Preparata
922,Edema,Mosla dianthera
923,Edema,Semen Crotonis Pulveratum
924,Edema,Pisum sativum
925,Edema,Euphorbia pekinensis
926,Edema,Aralia chinensis
927,Edema,Cornus capitata [Syn. Dendrobenthamia capitata ]
928,Edema,Stephania japonica
929,Edema,Radix Sophorae flavescentis
930,Edema,polyporus umbellatus
931,Edema,Brandisia hancei
932,Edema,Euphorbia antiquorum
933,Edema,Thallus Lamiriae
934,Edema,Porphyra tenera
935,Edema,Medicago sativa
936,Edema,Phyllanthus emblica
937,Edema,"Rana nigromaculata, Rana plancyi"
938,Edema,Menyanthes trifoliata
939,Edema,Rhizoma Atractylodis Praeparata
940,Edema,Aristolochia fangchi
941,Edema,Desmos cochinchinensis [Syn. Desmos chinensis]
942,Edema,"Acanthopanax giraldii [Syn. Acanthopanax giraldii var. inermis , Eleutherococcus giraldii]"
943,Edema,Exocarpium Benincasae
944,Edema,Herba Humuli Scandentis;Rhaponticum carthamoides
945,Edema,Ajuga forrestii
946,Edema,Rhizoma Atractylodis
947,Edema,Cynanchum chinense
948,Edema,Aralia elata
949,Edema,Cucumis sativus
950,Edema,Acanthopanax gracilistylus
951,Edema,Lentinus edodes
952,Edema,Rhamnus leptophylla
953,Edema,Siphonostegia chinensis
954,Edema,"Herba Leonuri,Leonurus cardiaca"
955,Edema,Fructus Chaenomelis
956,Edema,Swertia mussotii
957,Edema,Eichhornia crassipes
958,Edema,Lagenaria siceraria var. depressa
959,Edema,Stephania glabra
960,Edema,Euphorbia pekinensis;Peking spurge root;Radix euphorbiae pekinensis
961,Edema,Herba Hedyotis Diffusae
962,Edema,Poria; Sclerotium Poriae Cocos; Sclerotium Poriae Cocos
963,Edema,Fructus Evodiae
964,Edema,Oenanthe javanica
965,Edema,Nothapodytes pittosporoides
966,Edema,Meconopsis punicea
967,Edema,Asarum forbesii
968,Edema,Valeriana jatamansii [Syn. Valeriana wallichii ]
969,Edema,Euphorbia royleana
970,Edema,Radix Astragali
971,Edema,Lysimachia christinae
972,Edema,Crotalaria mucronata
973,Edema,Phyllanthus niruri
974,Edema,Salvia plebeia
975,Edema,Hydrocotyle sibthorpioides
976,Edema,Herba Plantaginis
977,Edema,Cedrus deodara
978,Edema,Lindera umbellata [Syn. Lindera erythrocarpa ]
979,Edema,Sinodielsia yunnanensis
980,Edema,Ophiocephalus argus
981,Edema,Physalis pubescens
982,Edema,Gryllulus chinensis
983,Edema,Nymphoides peltatum
984,Edema,Rostellularia procumbens [Syn. Justicia procumbens]
985,Edema,Folium Sene
986,Edema,Lysimachia candida
987,Edema,Convallaria keiskei [Syn. Convallaria majalis]
988,Edema,Herba Lobeliae Chinensis
989,Edema,Desmodium styracifolium
990,Edema,Broussonetia papyrifera
991,Edema,Piper sarmentosum
992,Edema,Cichorium intybus
993,Edema,Lagopsis supina
994,Edema,Semen Cucurbitae moschatae
995,Edema,Rhizoma Atractylodis macrocephalae
996,Edema,Fructus Aristolochiae
997,Edema,Aristolochia heterophylla
998,Edema,Meconopsis nepaulensis
999,Edema,Mimosa pudica
1000,Edema,Pteris cretica var. nervosa [Syn. Pteris nervosa ]
1001,Edema,Herba Ephedrae
1002,Edema,Desmodium pulchellum [Syn. Phyllodium pulchellum]
1003,Edema,Lepisorus ussuriensis
1004,Edema,Rhizoma Aconiti Lateralis
1005,Edema,Adina pilulifera [Syn. Cephalanthus pilulifera ]
1006,Edema,Hedyotis chrysotricha [Syn. Oldenlandia chrysotricha]
1007,Edema,Canis familiaris
1008,Edema,Selaginella moellendorffii
1009,Edema,semen coicis
1010,Edema,Lycopus lucidus
1011,Edema,Semen Pruni
1012,Edema,Caulis Clematidis Armandii
1013,Edema,Amaranthus lividus
1014,Edema,Radix Stephaniae Tetrandrae
1015,Edema,Spora Lygodii
1016,Edema,Argemone mexicana
1017,Edema,Selaginella uncinata
1018,Edema,Damnacanthus indicus
1019,Edema,Clausena dunniana
1020,Edema,Isodon amethystoides;Plectranthus nummularius;Isodon shikokiana var. occidentalis;Isodon latifolia var. reniformis
1021,Edema,Limnophila rugosa
1022,Edema,Knoxia valerianoides
1023,Edema,Stephania longa
1024,Edema,Chamaenerion angustifolium [Syn. Epilobium angustifolium ]
1025,Edema,Rorippa montana
1026,Edema,Drymaria diandra [Syn. Drymaria cordata ssp. diandra]
1027,Edema,Radix Phytolaccae
1028,Edema,Teucrium quadrifarium
1029,Edema,Polygonum hydropiper
1030,Edema,Cytisus scoparius [Syn. Spartium scoparium]
1031,Edema,Adiantum caudatum
1032,Edema,Ligularia stenocephala
1033,Edema,Vicia faba
1034,Edema,Aralia armata
1035,Edema,Levisticum officinale
1036,Edema,Phlegmariurus phlegmaria [Syn. Lycopodium phlegmaria ]
1037,Edema,Aristolochia manshuriensis
1038,Edema,Gardenia jasminoides var. grandiflora
1039,Edema,Pyrus bretschneideri
1040,Edema,Aristolochia moupinensis
1041,Edema,Polygala arillata
1042,Edema,Hedysarum polybotrys
1043,Edema,Radix Kansui
1044,Edema,Herba Scutellariae barbatae
1045,Edema,Tetrapanax papyriferus
1046,Edema,Daphne genkwa
1047,Edema,Physalis alkekengi
1048,Edema,Populus nigra var. thevestina
1049,Edema,Ficus simplicissima
1050,Edema,Fomes officinalis
1051,Edema,Nigella glandulifera
1052,Edema,Fructus Liquidambaris
1053,Edema,Trigonella caerulea
1054,Edema,Semen Lepiddi seu Descurainiae;Semen Lepidii;Semen Descurainiae
1055,Edema,Selaginella involvens
1056,Edema,Rhamnus davurica
1057,Edema,Lycoris squamigera
1058,Edema,Scoparia dulcis
1059,Edema,Ulva lactuca
1060,Edema,Gallus gallus domesticus
1061,Edema,Rhizoma seu Herba Saururi
1062,Edema,Camellia sinensis [Syn. Thea sinensis]
1063,Edema,Juniperus rigida
1064,Edema,Scilla scilloides
1065,Edema,Kerria japonica
1066,Edema,Herba Lycopi;Eupatorium compositifolium
1067,Edema,Phyllanthus urinaria
1068,Edema,Potamogeton natans
1069,Edema,Apocynum venetum
1070,Edema,Codium fragile
1071,Edema,Elsholtzia ciliata
1072,Edema,Lygodium flexuosum
1073,Edema,Cocculus pendulus; Cocculus trilobus [Syn. Cocculus sarmentosus]
1074,Edema,Poriae Alba
1075,Edema,Stellera chamaejasme
1076,Edema,Clausena dentata
1077,Edema,Zostera marina
1078,Edema,Herba Sambuci Chinensis
1079,Edema,Calomelas
1080,Edema,Perilla frutescens var. arguta
1081,Edema,Stauntonia hexaphylla
1082,Edema,Holboellia fargesii
1083,Edema,Herba Capsellae
1084,Edema,Ludwigia octovalvis
1085,Edema,Prunus persica
1086,Edema,Rabdosia stracheyi
1087,Edema,Broussonetia kazinoki
1088,Edema,Zea mays
1089,Edema,Ipomoea cairica [Syn. Ipomoea palmata ]
1090,Edema,Phaseolus vulgaris
1091,Edema,Clerodendron fragrans
1092,Edema,Vigna angularis
1093,Edema,Polygonum sibiricum [Syn. Persicaria sibirica ]
1094,Edema,Aralia decaisneaa
1095,Edema,
1096,Edema,Phtheirospermum japonicum [Syn. Geradia japonica]
1097,Edema,Phoebe nanmu
1098,Edema,Poria
1099,Edema,Herba Commelie
1100,Edema,Origanum vulgare
1101,Edema,Stigma Maydis
1102,Pain,Concha Cyclinae
1103,Pain,Rehmannia glutinosa [Syn. Rehmannia glutinosa f. huechingensis]
1104,Pain,Ajuga nipponensis
1105,Pain,Microlepia marginata
1106,Pain,Gleditsia sinensis [Syn. Gleditsia horrida]
1107,Pain,Monachosorum henryi
1108,Pain,Jasminum nudiflorum
1109,Pain,Arundina chinensis
1110,Pain,Papaver nudicaule var. chinense
1111,Pain,Radix Paeoniae Alba
1112,Pain,Dysosma difformis
1113,Pain,Delphinium tatsienense
1114,Pain,Polygonum tinctorium
1115,Pain,Rhizoma Ahemones Daddeae
1116,Pain,Rhizoma Curcumae longae
1117,Pain,Alpinia speciosa
1118,Pain,Primula malacoides
1119,Pain,Angelica taiwaniana
1120,Pain,Gloiopeltis furcata
1121,Pain,Cynanchum hancockianum
1122,Pain,Fructus Anisi Stellati
1123,Pain,Dioscorea futschauensis
1124,Pain,Hydrangea chinensis
1125,Pain,Laggera alata
1126,Pain,Achyranthes aspera
1127,Pain,Dioscorea hypoglauca [Syn. Dioscorea collettii var. hypoglauca]
1128,Pain,Apis cerana
1129,Pain,Populus simonii
1130,Pain,Isodon sculponeata [Syn. Rabdosia sculponeata]
1131,Pain,Chrysosplenium nudicaule
1132,Pain,Sterculia foetida
1133,Pain,Panax japonicus var. major
1134,Pain,Allium schoenoprasum
1135,Pain,Caulis Erycibes
1136,Pain,Brassica oleracea var. capitata
1137,Pain,Croton oblongifolius [Syn. Croton laevigatus ]
1138,Pain,Calculus Bovis
1139,Pain,Bacopa monniera
1140,Pain,Sapium sebiferum
1141,Pain,Pteridium aquilinum var. latiusculum
1142,Pain,Torilis japonica
1143,Pain,Derris trifoliata
1144,Pain,Herba Lycopi
1145,Pain,Tupistra chinensis
1146,Pain,Ampelopsis brevipedunculata
1147,Pain,Bulbus Allii Fistulosi
1148,Pain,Solanum khasianum
1149,Pain,Radix Isatidis seu Baphicacanthi
1150,Pain,Plastrum Testudinis Praparata
1151,Pain,Succus Bambusae
1152,Pain,Isodon ternifolia
1153,Pain,Rabdosia eriocalyx
1154,Pain,Acacia catechu
1155,Pain,Odontites serotina
1156,Pain,Tinospora sinensis
1157,Pain,Malus asiatica
1158,Pain,Fructus Crotonis;Croton macrostachys
1159,Pain,Rosa cymosa
1160,Pain,Poncirus trifoliata
1161,Pain,Davallia mariesii
1162,Pain,Cynanchum otophyllum
1163,Pain,Prunus pseudocerasus
1164,Pain,Myrica rubra;Myrica gale
1165,Pain,Crinum latifolium
1166,Pain,Tulipa edulis
1167,Pain,Fructus Tribuli
1168,Pain,Herba Visci
1169,Pain,Tamarix chinensis
1170,Pain,Crotalaria assamica
1171,Pain,Silene fortunei
1172,Pain,Flos Rosae chinensis
1173,Pain,Atalantia buxifolia [Syn. Severinia buxifolia ]
1174,Pain,Semen Strychni
1175,Pain,Rabdosia serra
1176,Pain,Medicinal Indianmulberry
1177,Pain,Viscum album
1178,Pain,"Trogopterus xanthipes, Pteromys volans"
1179,Pain,Rumex acetosa
1180,Pain,Anguilla japonica
1181,Pain,Hypericum patulum
1182,Pain,Hunteria zeylanica
1183,Pain,Picea koraiensis
1184,Pain,Drosera peltata var. lunata
1185,Pain,Rubia cordifolia
1186,Pain,Fructus Phyllanthi
1187,Pain,Crotalaria albida
1188,Pain,Campylotropis hirtella
1189,Pain,Hymenocallis littoralis
1190,Pain,Herba Elsholtziae;Haichow Elsholtzia;Mosla chinensis
1191,Pain,Syzygium buxifolium
1192,Pain,Carduus crispus
1193,Pain,Polygonum hydropiper var. flaccidum [Syn. Polygonum flaccidum]
1194,Pain,Aristolochia tubiflora
1195,Pain,Arenaria kansuensis [Syn. Arenaria kumaonensis]
1196,Pain,Polygala fallax [Syn. Polygala aureocauda ]
1197,Pain,Peperomia duclouxii
1198,Pain,Potentilla kleiniana
1199,Pain,Bubalus bubalis
1200,Pain,Myrica nagi [Syn. Podocarpus nagi ]
1201,Pain,Radix Sanguisorbae
1202,Pain,Zanthoxylum cuspidatum
1203,Pain,Triglochin maritimum
1204,Pain,Corydalis suaveolens [Syn. Corydalis sheareri]
1205,Pain,Libanotis condensata
1206,Pain,Fructus Aurantii Preparata
1207,Pain,Hedyotis acutangula
1208,Pain,Pinus massoniana
1209,Pain,Abrus precatorius
1210,Pain,Polypodium niponicum
1211,Pain,Hibiscus tiliaceus
1212,Pain,Herba ErodiiHerba Geranii
1213,Pain,Pleurospermum rivulorum
1214,Pain,Photinia serrulata
1215,Pain,Ajuga forrestii
1216,Pain,Tritonia crocosmaeflora
1217,Pain,Rhizoma Atractylodis
1218,Pain,Eupatorium chinense
1219,Pain,Clerodendrum inerme
1220,Pain,Stachys palustris
1221,Pain,Morina chinensis
1222,Pain,Tulipa gesneriana
1223,Pain,Stephania succifera
1224,Pain,Flos Carthami
1225,Pain,Zanthoxylum myriacanthum
1226,Pain,Toddalia asiatica
1227,Pain,Millettia nitida var. hirsutissima
1228,Pain,Epilobium hirsutum
1229,Pain,Lemmaphyllum microphyllum
1230,Pain,Fructus Momordicae
1231,Pain,Folium Artemisiae Argyi
1232,Pain,Solanum torvum
1233,Pain,Asarum caulescens;Caulescent Wildginger
1234,Pain,Fructus Evodiae
1235,Pain,Macleaya cordata
1236,Pain,Kalopanax septemlobus
1237,Pain,Valeriana jatamansii [Syn. Valeriana wallichii ]
1238,Pain,Zanthoxylum podocarpum
1239,Pain,Alsophila spinulosa
1240,Pain,Thelephora vialis
1241,Pain,Berberis thunbergii
1242,Pain,Alstonia yunnanensis
1243,Pain,Fructus Piperis
1244,Pain,Ormosia hosiei
1245,Pain,Curcuma wengujin
1246,Pain,Actinidia eriantha
1247,Pain,Cortex erythrie
1248,Pain,Xanthium sibiricum [Syn. Xanthium strumarium ]
1249,Pain,Lysimachia candida
1250,Pain,Magnolia coco
1251,Pain,Polygonum polystachyum
1252,Pain,Viscum angulatum
1253,Pain,Colla Cornus Cervi
1254,Pain,Flos Caryophylli
1255,Pain,Picria felterrae
1256,Pain,Cortex Cinmomi
1257,Pain,Solanum verbascifolium
1258,Pain,Aristolochia heterophylla
1259,Pain,Heracleum rapula
1260,Pain,Pteris cretica var. nervosa [Syn. Pteris nervosa ]
1261,Pain,Malva sylvestris
1262,Pain,herba pyrolae chinensis
1263,Pain,Podocarpus macrophyllus
1264,Pain,Lepisorus ussuriensis
